1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.99987,0.99846,1.0563,1.0783,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.076,1.0765,1.0732,1.0422,1.0389,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.0393,1.039,1.0437,1.0169,0.99811,1,1,1,1,1,1
1,1,1,1,1,1,1.0012,1.0143,0.47841,0.27424,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29606,0.29284,0.31567,0.53053,0.55336,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55013,0.55216,0.51627,0.83726,1.0186,1,1,1,1,1,1
1,1,1,1,1,1,1.0035,1.0421,-0.53769,-1.1396,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0752,-1.0997,-0.92635,0.7058,0.87919,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.85469,0.87565,0.66375,0.61133,1.0398,1,1,1,1,1,1
1,1,1,1,1,1,1.0034,1.0405,-0.48197,-1.0621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0256,-0.84454,0.86009,1.0412,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0156,1.0378,0.81957,0.63742,1.0364,1,1,1,1,1,1
1,1,1,1,1,1,1.0034,1.0405,-0.48193,-1.062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.99989,-1.0011,-1.0018,-0.99986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0254,-0.8457,0.8457,1.0254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99995,0.99946,1.0218,1.0102,1,0.9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1.022,0.80518,0.63623,1.0366,1,1,1,1,1,1
1,1,1,1,1,1,1.0034,1.0405,-0.48193,-1.062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.99936,-1.0032,-1.0603,-1.0719,-1.0257,-0.99894,-0.99995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0254,-0.8457,0.8457,1.0254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0004,1.0021,0.84417,0.98735,1.0718,1.0131,0.99868,1,1,1,1,1,1,1,1,1,1,1,1,1.022,0.80518,0.63623,1.0366,1,1,1,1,1,1
1,1,1,1,1,1,1.0034,1.0405,-0.48193,-1.062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.99998,-0.99826,-1.026,-1.0548,-0.44176,0.10866,-0.090103,-1.0527,-1.0009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0254,-0.8457,0.8457,1.0254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0024,1.0488,-0.31386,-0.56546,0.070334,0.98647,1.0438,1.0009,0.99966,1,1,1,1,1,1,1,1,1,1,1.022,0.80518,0.63623,1.0366,1,1,1,1,1,1
1,1,1,1,1,1,1.0034,1.0405,-0.48193,-1.062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.99936,-1.0036,-1.083,-0.92499,0.15653,1.027,1.1471,-0.27671,-1.0714,-1.0001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0254,-0.8457,0.8457,1.0254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99999,1.0712,0.31358,-1.1281,-1.0893,-0.41964,0.81671,1.0597,1.013,0.99897,0.99999,1,1,1,1,1,1,1,1,1.022,0.80518,0.63623,1.0366,1,1,1,1,1,1
